Temperature: 100 C
Humidity: 2 %
Date: 2024-12-05 12:59:10.375944
voltage,pad,gr,totalCurrent
-0.0002296418,-3.002692E-08,-1.330584E-08,-3.838026e-08
-1.993932,-5.026102E-08,-7.497913E-08,-1.246627e-07
-3.989177,-5.266894E-08,-7.664856E-08,-1.291045e-07
-6.00511,-5.525232E-08,-7.853299E-08,-1.33756e-07
-7.997855,-5.824982E-08,-8.008109E-08,-1.387305e-07
-9.991819,-6.346642E-08,-8.132571E-08,-1.451931e-07
-12.00572,-7.140502E-08,-8.241207E-08,-1.533571e-07
-13.99682,-8.412246E-08,-8.350860E-08,-1.670649e-07
-15.99785,-1.040246E-07,-8.471677E-08,-1.886189e-07
-18.00763,-1.366608E-07,-8.597303E-08,-2.223147e-07
-20.00279,-1.924958E-07,-8.738131E-08,-2.792688e-07
-21.998,-2.711522E-07,-8.912091E-08,-3.594343e-07
-24.00903,-2.802314E-07,-9.134945E-08,-3.71188e-07
-26.00495,-2.880736E-07,-9.369287E-08,-3.812978e-07
-28.00047,-2.959812E-07,-9.586827E-08,-3.909785e-07
-30.0134,-3.040321E-07,-9.756763E-08,-4.008249e-07
-34.00221,-3.193121E-07,-1.001355E-07,-4.189945e-07
-38.00633,-3.366757E-07,-1.030833E-07,-4.391517e-07
-42.01585,-3.557454E-07,-1.069409E-07,-4.62213e-07
-46.00751,-3.763107E-07,-1.123873E-07,-4.878032e-07
-50.01044,-3.979297E-07,-1.208374E-07,-5.17878e-07
-54.02288,-4.206479E-07,-1.350216E-07,-5.546565e-07
-58.00829,-4.438501E-07,-1.440707E-07,-5.868649e-07
-62.01448,-4.681348E-07,-1.486515E-07,-6.159975e-07
-66.02128,-4.934690E-07,-1.520480E-07,-6.443755e-07
-70.00893,-5.199974E-07,-1.550692E-07,-6.740067e-07
-74.01629,-5.479816E-07,-1.582378E-07,-7.050277e-07
-78.00565,-5.775379E-07,-1.625629E-07,-7.38951e-07
-82.01705,-6.091807E-07,-1.668111E-07,-7.753476e-07
-86.02448,-6.427259E-07,-1.703006E-07,-8.125154e-07
-90.03511,-6.787020E-07,-1.728675E-07,-8.512635e-07
-93.95145,-7.173567E-07,-1.750157E-07,-8.921359e-07
-97.68307,-7.590340E-07,-1.771150E-07,-9.359642e-07
-100.7683,-8.037928E-07,-1.790390E-07,-9.839328e-07
-103.5805,-8.526030E-07,-1.809350E-07,-1.039614e-06
-106.3255,-9.056678E-07,-1.828568E-07,-1.086981e-06
-114.0023,-9.631534E-07,-1.844969E-07,-1.145897e-06
-118.0077,-1.026698E-06,-1.861757E-07,-1.211321e-06
-122.0123,-1.096454E-06,-1.877580E-07,-1.283021e-06
-126.0017,-1.173256E-06,-1.893668E-07,-1.360881e-06
-130.0094,-1.259335E-06,-1.908914E-07,-1.448813e-06
-134.0105,-1.355762E-06,-1.925051E-07,-1.546504e-06
-138.0049,-1.464016E-06,-1.939690E-07,-1.65645e-06
-142.0111,-1.588695E-06,-1.954165E-07,-1.781311e-06
-146.021,-1.730181E-06,-1.968329E-07,-1.925081e-06
-150.0083,-1.893870E-06,-1.981915E-07,-2.089938e-06
-154.0174,-2.086460E-06,-1.995130E-07,-2.283711e-06
-158.0227,-2.314142E-06,-2.009458E-07,-2.514511e-06
-162.0141,-2.590096E-06,-2.022551E-07,-2.792161e-06
-164.0225,-2.757280E-06,-2.034665E-07,-2.961089e-06
-166.0242,-2.942962E-06,-2.044910E-07,-3.146831e-06
-168.0141,-3.150861E-06,-2.056510E-07,-3.355219e-06
-170.0284,-3.388541E-06,-2.067831E-07,-3.594716e-06
-172.0198,-3.656735E-06,-2.079488E-07,-3.863457e-06
-174.0183,-3.965793E-06,-2.090096E-07,-4.173381e-06
-176.0314,-4.328592E-06,-2.102186E-07,-4.537228e-06
-178.0247,-4.752471E-06,-2.113606E-07,-4.963227e-06
-180.0203,-5.258220E-06,-2.124447E-07,-5.468027e-06
-182.029,-5.876468E-06,-2.136230E-07,-6.087191e-06
-184.03,-6.639088E-06,-2.147422E-07,-6.850835e-06
-186.0239,-7.606735E-06,-2.159956E-07,-7.819229e-06
-188.0393,-8.892039E-06,-2.171848E-07,-9.104509e-06
-189.6881,-1.062710E-05,-2.184282E-07,-1.084269e-05
-192.0104,-1.314067E-05,-2.197812E-07,-1.335478e-05
-194.0099,-1.708954E-05,-2.212860E-07,-1.73056e-05
-196.021,-2.413637E-05,-2.233205E-07,-2.436256e-05
-198.0181,-3.922176E-05,-2.261508E-07,-3.947396e-05
-200.0209,-8.425222E-05,-2.326244E-07,-8.493066e-05
-200.424,-2.811740E-04,-2.554005E-07,-0.000238789
-203.5733,-6.884014E-04,-3.217355E-07,-0.0007192786
-204.5332,-9.991699E-04,-3.893937E-07,-0.0009998055
