Temperature: 21 C
Humidity: 10 %
Date: 2024-12-10 14:47:34.042291
voltage,pad,gr,totalCurrent
0.007612914,-3.184286E-07,+7.544976E-07,1.008775e-09
-1.992488,-3.506796E-10,-1.705484E-10,5.631566e-09
-3.981471,+3.541548E-09,-2.467262E-10,2.724691e-08
-5.994227,-3.163881E-09,-1.361869E-11,-1.17729e-08
-7.989782,-3.469520E-09,+3.644046E-11,-1.138894e-09
-9.990729,+3.840947E-09,-6.639723E-11,3.588497e-09
-12.00308,-3.043243E-09,-1.357412E-10,1.68977e-09
-13.98794,-4.917879E-09,+5.512092E-11,-1.380689e-10
-15.99041,+2.628624E-09,-9.492008E-12,8.383924e-09
-18.00043,+6.039251E-09,-3.553730E-11,-8.466262e-09
-19.99432,+2.646156E-09,-2.997677E-10,-6.390122e-09
-21.98466,-9.199387E-10,-9.003638E-11,-8.415612e-10
-23.99733,-1.093181E-09,+4.419813E-11,-2.115957e-09
-25.99279,-1.720103E-09,-9.249889E-11,-6.18316e-10
-27.98558,-7.668899E-10,-5.818403E-11,-1.070106e-09
-30.00175,-1.075134E-09,-4.134659E-11,-1.334825e-09
-31.99112,-9.804587E-10,-1.516437E-10,-1.551341e-09
-33.98869,-1.987371E-10,-6.958100E-11,-1.075246e-09
-35.99932,-1.172516E-09,-1.615315E-10,-1.490913e-09
-37.99302,-1.327065E-09,-2.478633E-10,-1.33749e-09
-39.99083,-1.220646E-09,+1.296119E-10,-1.271967e-09
-42.00124,-1.483465E-09,+4.007184E-11,-1.484174e-09
-43.99364,-1.285561E-09,-1.091894E-10,-1.841896e-09
-45.98853,-1.575458E-09,-7.213988E-11,-1.479781e-09
-48.00296,-1.619333E-09,-9.110225E-11,-1.427469e-09
-49.99359,-7.182993E-10,+7.915641E-12,-1.586075e-09
-51.98858,-1.684043E-09,-1.101921E-10,-1.11553e-09
-54.00571,-1.454684E-09,-8.731554E-11,-1.841388e-09
-55.99587,-1.810374E-09,-1.072495E-10,-1.686049e-09
-57.99181,-1.827864E-09,+2.243761E-11,-1.582908e-09
-60.00329,-1.434707E-09,-3.150943E-11,-6.713138e-10
-61.99665,-1.706609E-09,-1.129968E-10,-3.222494e-09
-63.99023,-2.052782E-09,-2.913769E-11,-1.972396e-09
-66.00354,-1.617800E-09,-5.417921E-11,-1.244008e-09
