Temperature: -60 C
Humidity: 16 %
Date: 2024-12-12 16:53:45.079439
voltage,pad,gr,totalCurrent
0.005978987,-1.724042E-10,-2.463202E-13,-4.427279e-10
-1.990873,+4.840315E-11,-4.033095E-12,-7.511464e-10
-3.98435,-5.452493E-11,+3.341474E-12,2.092682e-10
-5.99974,+9.189791E-11,+1.068009E-11,-3.853191e-10
-7.992166,-3.527686E-11,+8.608141E-13,5.354377e-11
-9.987445,-3.384310E-11,+1.649471E-11,-1.512826e-10
-12.00206,+6.977975E-11,-7.668268E-12,-1.658816e-10
-13.99198,-2.171544E-11,+1.967363E-11,-3.263775e-10
-15.99137,+7.872163E-11,+8.826347E-13,-3.23307e-10
-18.0009,+5.561088E-11,+9.117047E-12,1.012959e-10
-19.99512,-4.106256E-11,-1.129557E-12,-3.825457e-10
-21.99067,+1.238102E-11,-8.613526E-12,-1.349506e-10
-23.9987,+1.570330E-11,-5.893753E-12,-2.239332e-10
-25.9936,+1.030130E-11,+1.082135E-11,-1.152047e-10
-27.98999,+8.761655E-12,+3.236963E-12,6.675623e-11
-30.00313,+7.701062E-12,+1.824037E-11,6.220337e-11
-33.99035,+1.219101E-11,+9.158392E-12,2.964319e-11
-37.99289,+9.527440E-12,-3.465712E-12,-2.217061e-10
-42.00267,+1.331724E-11,-1.851995E-12,-9.33796e-11
-45.99217,+9.991528E-12,-1.769300E-12,8.135397e-11
-49.99524,+1.354411E-11,+5.920899E-12,2.724244e-12
-54.0076,+7.102235E-12,+8.295904E-12,-2.776787e-10
-57.99342,+9.369680E-12,-2.557206E-12,-7.922588e-11
-61.99738,+9.158929E-12,-3.427984E-13,4.067832e-11
-66.00439,+1.097727E-11,+9.687684E-13,6.764653e-11
-69.99175,+7.766693E-12,+1.036528E-12,-2.919324e-10
-73.99874,+6.536823E-12,-4.567173E-12,-1.982974e-10
-77.98737,+5.665081E-12,-2.721450E-12,1.878921e-10
-81.99964,+7.680329E-12,+3.171502E-12,-2.874711e-11
-83.99146,+9.401924E-12,-2.265474E-12,1.709192e-10
-86.00248,+1.061337E-11,-3.674748E-12,-9.417184e-11
-87.99655,+9.985762E-12,+9.687684E-13,-5.735137e-11
-89.99319,+1.210120E-11,-2.868466E-12,-1.914734e-11
-92.00227,+8.967783E-12,+2.084924E-13,-2.030975e-10
-93.99926,+1.237412E-11,-6.309524E-12,-2.299713e-10
-95.99454,+7.853066E-12,-3.097027E-12,-1.970111e-10
-98.00397,+1.262055E-11,-4.234093E-12,1.161901e-10
-100.0011,+1.260213E-11,-7.965734E-12,1.169319e-10
-101.9938,+5.973704E-12,+1.575396E-11,-1.8929e-10
-104.006,+3.993008E-12,-1.606877E-11,-1.715239e-10
-105.9978,+1.098878E-11,+9.583322E-12,-1.077814e-10
-107.9895,+3.771908E-12,+1.129108E-11,-7.907743e-11
-110.0048,+7.215098E-12,+9.684378E-12,-2.750559e-10
-112.0014,+7.876098E-12,+7.220949E-12,-1.87756e-10
-113.9966,+6.055466E-12,+1.281005E-13,-3.328587e-10
-116.0053,+9.080638E-12,-5.035784E-12,-1.479172e-10
-118.0036,+8.913655E-12,-5.067945E-12,9.916785e-11
-119.9947,+8.841113E-12,+8.627808E-12,-2.028509e-10
-122.0072,+9.469869E-12,+7.961706E-12,-1.017437e-10
-124.0045,+7.570929E-12,+1.963460E-11,1.337071e-10
-125.9948,-9.748974E-13,+1.314468E-11,1.519438e-11
-127.1839,-4.931948E-06,+3.712096E-11,-4.997017e-06
