Temperature: -40 C
Humidity: 15 %
Date: 2024-12-12 16:30:04.963246
voltage,pad,gr,totalCurrent
0.007122107,-1.101822E-10,-3.863102E-12,3.411404e-10
-1.989131,+5.143283E-11,+4.109780E-12,-6.983411e-10
-3.984237,+1.171722E-10,-2.047572E-11,1.688396e-10
-5.997978,+1.334115E-10,-1.305954E-11,-3.847737e-10
-7.990853,+1.080483E-10,+2.414911E-11,1.232411e-11
-9.985848,-4.676639E-11,-2.032314E-12,-6.362803e-10
-11.99996,-6.767274E-11,-1.280111E-11,-1.761331e-11
-13.98818,+3.440234E-11,+9.297331E-12,2.212928e-10
-15.98924,+2.431223E-10,+1.479826E-12,-3.320063e-11
-17.99834,-6.650037E-11,+5.597024E-12,-5.093996e-12
-19.99383,+6.500632E-11,+1.643152E-11,-2.748566e-10
-21.98735,+1.558925E-11,-1.534744E-11,-2.777772e-10
-23.99787,+1.380547E-11,-1.616539E-12,-6.8734e-11
-25.99293,+1.076419E-11,+6.314805E-12,-2.3576e-10
-27.98917,+1.473938E-11,-1.543590E-11,-3.189047e-10
-30.00336,+9.037998E-12,-5.082860E-12,-7.432638e-11
-33.98973,+6.580563E-12,-1.337309E-11,-9.794995e-12
-37.99359,+8.213480E-12,-8.496348E-12,-2.778267e-10
-42.00147,+7.386660E-12,-5.829418E-12,-2.468458e-10
-45.99027,+8.441486E-12,+2.025470E-11,2.047161e-10
-49.99399,+7.311811E-12,-1.110700E-11,-2.051267e-10
-54.00716,+8.637258E-12,-1.074521E-11,-2.140344e-10
-57.9931,+9.893612E-12,-7.495967E-12,2.328596e-12
-61.99683,+1.149313E-11,+6.511190E-12,1.265319e-10
-66.005,+6.399768E-12,-1.035930E-11,1.901683e-10
-69.99091,+7.424654E-12,+1.861471E-11,-8.551089e-11
-73.99752,+6.619717E-12,+1.659344E-11,-1.315853e-10
-77.98772,+3.649833E-12,+1.654177E-11,6.551905e-11
-81.99876,+6.137208E-12,+3.137042E-12,-2.81776e-12
-86.0018,+1.172816E-12,-2.590508E-12,-6.977317e-11
-89.99197,+3.807598E-12,-5.745573E-12,-2.251223e-11
-92.0021,+4.795637E-12,+2.491612E-12,-1.598034e-11
-93.99932,+3.687833E-12,-7.280039E-12,-4.671111e-11
-95.99318,+5.212501E-12,-5.183934E-12,-2.384823e-11
-98.00301,+5.300023E-12,-5.983323E-12,8.41246e-11
-99.99919,+1.299489E-12,-1.430916E-11,-1.672267e-11
-101.9919,+8.979272E-12,+1.216617E-11,1.940772e-10
-104.0052,-2.338401E-12,-1.037079E-11,1.302928e-10
-105.9961,+6.490742E-12,-6.941213E-12,-2.035924e-10
-107.9892,+5.718036E-12,-5.491744E-12,-2.48332e-10
-110.0043,-3.804398E-12,+1.545648E-11,-1.038217e-10
-111.9986,+3.798384E-12,-5.853539E-12,-7.482126e-11
-113.9946,-7.702598E-12,+1.424027E-11,-5.274892e-11
-116.0045,+1.767025E-12,-6.370386E-12,-1.771163e-10
-118.0009,+2.563909E-12,+2.194868E-11,-1.285666e-10
-119.9921,-5.869240E-12,-9.137242E-12,-5.982592e-11
-122.0057,-1.206145E-11,-3.363484E-12,-1.879539e-10
-124.0016,-1.006686E-11,-9.837856E-12,-3.148447e-10
-125.9938,-1.327986E-11,-5.506853E-13,3.36756e-12
-128.0097,-1.506946E-11,-8.438926E-12,-1.182383e-11
-130.0008,-2.151158E-11,+2.504146E-11,-2.851012e-10
-131.9975,-4.951299E-11,-1.421039E-11,1.136668e-10
-134.0059,-9.200050E-11,+1.640395E-11,-4.359333e-11
-136.0022,-5.109914E-10,+4.326836E-12,-4.329778e-10
-136.8399,-4.894701E-06,+2.447412E-11,-4.996963e-06
