Temperature: 120 C
Humidity: 1 %
Date: 2024-12-06 14:05:52.453826
voltage,pad,gr,totalCurrent
0.001731463,-1.594910E-07,-1.884538E-07,-2.720122e-07
-0.1486543,-4.578071E-07,-6.692406E-07,-1.125982e-06
-3.989619,-4.725196E-07,-6.802267E-07,-1.151549e-06
-6.006487,-4.888200E-07,-6.919437E-07,-1.180315e-06
-7.996981,-5.101936E-07,-7.013728E-07,-1.211074e-06
-9.991559,-5.437548E-07,-7.081160E-07,-1.251302e-06
-12.00732,-5.980521E-07,-7.130528E-07,-1.310322e-06
-13.99535,-6.846128E-07,-7.169084E-07,-1.400671e-06
-15.99652,-8.225699E-07,-7.210126E-07,-1.54339e-06
-18.00777,-1.042305E-06,-7.258927E-07,-1.767163e-06
-20.00223,-1.399463E-06,-7.311929E-07,-2.130584e-06
-21.99813,-1.768483E-06,-7.369055E-07,-2.504687e-06
-24.00883,-1.815499E-06,-7.439018E-07,-2.558673e-06
-26.00619,-1.855825E-06,-7.533728E-07,-2.608309e-06
-28.00044,-1.894657E-06,-7.658838E-07,-2.659858e-06
-30.01219,-1.934495E-06,-7.803487E-07,-2.714045e-06
-33.99908,-2.017081E-06,-8.028516E-07,-2.818572e-06
-38.00481,-2.107031E-06,-8.176437E-07,-2.926006e-06
-42.01406,-2.208766E-06,-8.327503E-07,-3.043076e-06
-46.00171,-2.317194E-06,-8.511056E-07,-3.169394e-06
-50.00691,-2.431357E-06,-8.746573E-07,-3.306988e-06
-54.01969,-2.549640E-06,-9.088789E-07,-3.458829e-06
-58.00514,-2.670946E-06,-9.672581E-07,-3.637544e-06
-62.00951,-2.796852E-06,-1.036726E-06,-3.832879e-06
-66.01659,-2.926907E-06,-1.073362E-06,-4.000536e-06
-70.00207,-3.062502E-06,-1.102349E-06,-4.163619e-06
-74.01147,-3.204806E-06,-1.125716E-06,-4.330973e-06
-78.00037,-3.354431E-06,-1.141705E-06,-4.496634e-06
-82.01094,-3.513668E-06,-1.153475E-06,-4.667425e-06
-86.01645,-3.681842E-06,-1.163135E-06,-4.845965e-06
-90.00703,-3.861178E-06,-1.171992E-06,-5.03288e-06
-94.01286,-4.053101E-06,-1.182817E-06,-5.235717e-06
-98.01848,-4.258025E-06,-1.192622E-06,-5.450509e-06
-102.0085,-4.477260E-06,-1.200757E-06,-5.678189e-06
-106.0133,-4.713214E-06,-1.207931E-06,-5.921582e-06
-110.0216,-4.968448E-06,-1.214371E-06,-6.183532e-06
-114.0119,-5.243443E-06,-1.219819E-06,-6.463736e-06
-118.0197,-5.543186E-06,-1.224707E-06,-6.768213e-06
-122.0248,-5.869811E-06,-1.229344E-06,-7.099631e-06
-126.0125,-6.226349E-06,-1.234091E-06,-7.459997e-06
-130.0219,-6.620295E-06,-1.240153E-06,-7.860907e-06
-134.0259,-7.054560E-06,-1.246005E-06,-8.299832e-06
-138.0199,-7.535883E-06,-1.251709E-06,-8.786502e-06
-142.0269,-8.075772E-06,-1.256851E-06,-9.332104e-06
-146.0366,-8.685594E-06,-1.261827E-06,-9.944929e-06
-149.1308,-9.370809E-06,-1.266077E-06,-1.063625e-05
-154.0137,-1.016112E-05,-1.270109E-06,-1.143044e-05
-158.0206,-1.107452E-05,-1.273912E-06,-1.234727e-05
-162.0111,-1.213768E-05,-1.277576E-06,-1.341424e-05
-166.0205,-1.340145E-05,-1.281350E-06,-1.468034e-05
-170.0254,-1.492497E-05,-1.285458E-06,-1.620626e-05
-172.0193,-1.580955E-05,-1.287557E-06,-1.709488e-05
-174.0123,-1.679532E-05,-1.290015E-06,-1.808228e-05
-176.0277,-1.790898E-05,-1.292619E-06,-1.919767e-05
-178.0198,-1.914967E-05,-1.295231E-06,-2.044086e-05
-180.0141,-2.056004E-05,-1.297852E-06,-2.18531e-05
-182.0226,-2.218285E-05,-1.300644E-06,-2.347933e-05
-184.0221,-2.405272E-05,-1.303720E-06,-2.53516e-05
-186.0153,-2.623019E-05,-1.307002E-06,-2.753315e-05
-188.0287,-2.883362E-05,-1.310357E-06,-3.013814e-05
-190.0255,-3.193622E-05,-1.314320E-06,-3.324341e-05
-192.0154,-3.572024E-05,-1.318633E-06,-3.70308e-05
-194.0141,-4.046309E-05,-1.323490E-06,-4.17773e-05
-196.0276,-4.660607E-05,-1.329516E-06,-4.792012e-05
-198.0226,-5.470387E-05,-1.336536E-06,-5.602298e-05
-200.0166,-6.591954E-05,-1.345757E-06,-6.724749e-05
-202.0343,-8.262567E-05,-1.358401E-06,-8.396605e-05
-203.6966,-1.089288E-04,-1.377258E-06,-0.0001103787
-206.0089,-1.556282E-04,-1.409435E-06,-0.0001571879
-208.0245,-2.526758E-04,-1.471916E-06,-0.0002341976
-210.0226,-4.579463E-04,-1.615673E-06,-0.0004666969
-211.6509,-8.313455E-04,-1.905433E-06,-0.0008566141
-212.4369,-9.974889E-04,-2.091087E-06,-0.000999797
