Temperature: 120 C
Humidity: 2 %
Date: 2024-11-27 14:06:31.969050
voltage,pad,gr,totalCurrent
0.002601936,-1.463936E-07,-1.630898E-07,-2.152227e-07
-0.07784372,-5.255675E-07,-8.081196E-07,-1.33479e-06
-3.989635,-5.410823E-07,-8.209246E-07,-1.362071e-06
-6.004875,-5.572404E-07,-8.336463E-07,-1.390556e-06
-7.997311,-5.798015E-07,-8.444749E-07,-1.424773e-06
-9.990377,-6.148638E-07,-8.530029E-07,-1.467817e-06
-12.00585,-6.732374E-07,-8.589606E-07,-1.531735e-06
-13.9945,-7.658090E-07,-8.634199E-07,-1.629482e-06
-15.99364,-9.145928E-07,-8.675241E-07,-1.7824e-06
-18.00738,-1.151908E-06,-8.725351E-07,-2.025547e-06
-20.00085,-1.557617E-06,-8.782723E-07,-2.436022e-06
-21.99655,-2.095296E-06,-8.841057E-07,-2.978542e-06
-24.00831,-2.147482E-06,-8.915728E-07,-3.040099e-06
-26.00158,-2.196380E-06,-9.012126E-07,-3.098558e-06
-27.99711,-2.243948E-06,-9.144659E-07,-3.159281e-06
-30.0104,-2.293724E-06,-9.309488E-07,-3.225825e-06
-33.99972,-2.393801E-06,-9.586954E-07,-3.352512e-06
-38.00372,-2.504896E-06,-9.755145E-07,-3.481239e-06
-42.01192,-2.626991E-06,-9.920742E-07,-3.619535e-06
-46.00121,-2.757412E-06,-1.011934E-06,-3.769576e-06
-50.0041,-2.894149E-06,-1.035833E-06,-3.929847e-06
-54.01721,-3.036298E-06,-1.065963E-06,-4.100888e-06
-58.00345,-3.181885E-06,-1.109685E-06,-4.287428e-06
-62.00821,-3.332140E-06,-1.159694E-06,-4.488966e-06
-66.01574,-3.488282E-06,-1.189464E-06,-4.676419e-06
-70.00291,-3.650276E-06,-1.210242E-06,-4.859779e-06
-74.01151,-3.820815E-06,-1.226563E-06,-5.046985e-06
-77.99953,-3.999620E-06,-1.239655E-06,-5.239213e-06
-82.01031,-4.190632E-06,-1.251071E-06,-5.441279e-06
-86.0149,-4.391542E-06,-1.262065E-06,-5.654014e-06
-90.00459,-4.605247E-06,-1.270436E-06,-5.87564e-06
-94.01199,-4.834026E-06,-1.277313E-06,-6.111704e-06
-98.01725,-5.078081E-06,-1.283176E-06,-6.361081e-06
-102.0077,-5.338305E-06,-1.288275E-06,-6.627433e-06
-106.0135,-5.619258E-06,-1.293393E-06,-6.912898e-06
-110.0228,-5.921219E-06,-1.298260E-06,-7.220266e-06
-114.0135,-6.247463E-06,-1.302895E-06,-7.550786e-06
-118.0203,-6.602358E-06,-1.307729E-06,-7.910854e-06
-122.0255,-6.989450E-06,-1.312826E-06,-8.301351e-06
-126.0143,-7.409868E-06,-1.317621E-06,-8.727598e-06
-130.023,-7.873225E-06,-1.322523E-06,-9.195345e-06
-134.0263,-8.384352E-06,-1.327447E-06,-9.710693e-06
-138.036,-8.950351E-06,-1.332818E-06,-1.029042e-05
-139.2823,-9.584324E-06,-1.338882E-06,-1.092274e-05
-146.018,-1.029796E-05,-1.344672E-06,-1.164124e-05
-150.0059,-1.110129E-05,-1.350089E-06,-1.245035e-05
-154.0118,-1.202249E-05,-1.355242E-06,-1.337611e-05
-158.0182,-1.308477E-05,-1.360344E-06,-1.444296e-05
-162.0096,-1.431637E-05,-1.364950E-06,-1.568027e-05
-166.0187,-1.577908E-05,-1.369834E-06,-1.714449e-05
-170.0219,-1.752797E-05,-1.374503E-06,-1.889868e-05
-172.0157,-1.854647E-05,-1.377898E-06,-1.991968e-05
-174.0107,-1.967409E-05,-1.381340E-06,-2.105333e-05
-176.0262,-2.094644E-05,-1.384720E-06,-2.232828e-05
-178.0176,-2.235953E-05,-1.388464E-06,-2.37439e-05
-180.0137,-2.395954E-05,-1.392032E-06,-2.534807e-05
-182.0209,-2.579538E-05,-1.395850E-06,-2.718552e-05
-184.0197,-2.789440E-05,-1.399829E-06,-2.928932e-05
-186.0149,-3.032554E-05,-1.404106E-06,-3.172486e-05
-188.0272,-3.321652E-05,-1.408810E-06,-3.461954e-05
-190.0237,-3.663839E-05,-1.413782E-06,-3.804188e-05
-192.0149,-4.076586E-05,-1.419395E-06,-4.217279e-05
-194.0123,-4.587921E-05,-1.425757E-06,-4.729052e-05
-196.0265,-5.240281E-05,-1.432822E-06,-5.381494e-05
-198.0233,-6.084225E-05,-1.441241E-06,-6.226353e-05
-200.0172,-7.226135E-05,-1.452079E-06,-7.368542e-05
-202.034,-8.870220E-05,-1.466149E-06,-9.013055e-05
-202.9367,-9.849569E-05,-1.476405E-06,-9.997909e-05
