Temperature: -40 C
Humidity: 22 %
Date: 2024-12-09 10:56:50.354893
voltage,pad,gr,totalCurrent
0.008703202,+5.635464E-11,+6.341701E-12,5.189885e-10
-1.991369,+1.719927E-10,-1.891132E-14,-3.859491e-11
-3.985028,+2.177260E-11,-1.065319E-12,6.165991e-11
-6.002275,-7.756677E-11,-3.000772E-12,-3.85123e-10
-7.992033,-3.969874E-11,-6.060740E-12,2.081273e-12
-9.987449,-6.927911E-11,-4.709944E-12,4.884373e-11
-12.00261,+2.705064E-11,-1.179703E-11,-5.25328e-10
-13.98966,-5.677849E-11,-1.175588E-12,-1.962205e-10
-15.99048,+2.714854E-11,-4.913246E-12,8.640169e-11
-18.00139,-3.304645E-11,-5.597833E-12,9.382417e-11
-19.99392,+5.700295E-11,-9.822514E-12,1.590442e-10
-21.98769,+3.414025E-12,-1.931388E-12,8.526353e-11
-24.00192,+3.967974E-12,-3.525696E-12,-1.9528e-10
-25.99434,-6.817562E-12,+8.080396E-13,-1.349516e-10
-27.9901,+9.266746E-12,-3.059350E-12,-5.700503e-11
-30.00653,+2.272734E-12,-3.787580E-12,-1.447509e-10
-33.99293,+6.074349E-12,+4.214600E-12,1.267811e-10
-37.9939,-1.771957E-12,-1.813078E-12,1.751751e-10
-42.00422,+4.895052E-12,+2.151826E-12,1.588955e-10
-45.99283,-9.968616E-12,-2.552797E-12,-6.868463e-11
-49.99559,+3.967706E-15,+1.831384E-12,1.338571e-10
-54.00677,-2.090977E-12,+2.040419E-12,-2.444719e-10
-57.99456,-6.442107E-12,+2.768588E-12,7.111135e-11
-61.99966,+1.717635E-12,-5.578299E-12,-4.493606e-10
-66.00545,-2.957057E-12,-6.532811E-12,-1.525699e-10
-69.99223,-8.793876E-12,+1.262859E-12,3.964181e-10
-73.99935,+1.061191E-12,+8.039213E-12,-2.790585e-11
-77.98872,+3.878137E-12,-1.213469E-11,1.697323e-10
-81.99928,-1.942407E-12,-1.044046E-11,-6.239958e-11
-86.00434,-3.787431E-12,-1.259988E-11,-8.179952e-11
-89.99454,-4.137547E-12,+1.496011E-12,7.041846e-11
-92.00401,-3.596248E-12,-6.942873E-12,2.209977e-10
-94.00031,-6.205997E-12,+5.259757E-12,-2.899449e-11
-95.99572,-4.645445E-12,-1.011998E-11,3.667261e-10
-98.00439,-4.355219E-12,-8.153524E-12,-4.176876e-10
-100.0031,-9.173923E-12,+1.146643E-11,2.825844e-11
-101.9951,-2.137033E-13,-8.878305E-12,8.199759e-11
-104.0074,-3.690686E-12,+4.272015E-12,3.619285e-10
-105.9986,+1.031246E-12,-2.750558E-13,-1.428701e-10
-107.992,-3.253037E-12,-1.764830E-12,3.829573e-10
-110.0065,-2.300583E-12,-2.072866E-13,2.756779e-10
-112.0012,-9.340916E-12,+1.134467E-11,-2.456604e-10
-113.996,-8.466778E-12,+3.682815E-12,-2.963383e-10
-116.0062,-1.047879E-11,-1.313053E-11,2.741927e-10
-118.0026,-3.984364E-12,+1.528300E-11,-9.041063e-11
-119.9938,-1.867541E-12,-5.796522E-12,1.434561e-10
-122.0076,-9.171606E-12,+7.503976E-12,4.577531e-11
-124.0049,-1.437728E-11,-4.233237E-12,2.669193e-10
-125.9941,-2.051814E-11,+1.634767E-11,2.914879e-11
-128.01,-2.058492E-11,+4.726828E-12,-1.221338e-10
-130.0036,-2.450644E-11,-7.989251E-12,1.791344e-10
-131.9989,-3.587140E-11,-1.012456E-11,-9.956608e-11
-134.0072,-7.800163E-11,+4.397197E-12,-3.250414e-10
-136.0033,-5.131501E-10,+6.347404E-12,-1.503429e-10
-136.6946,-4.994848E-06,-1.732301E-11,-4.996833e-06
